freq,correction_raw_db,correction_smoothed_db
54.626726,-1.227664,-1.106720
54.996172,-1.727175,-1.564035
55.368117,-2.226686,-2.022340
55.742578,-2.683578,-2.480411
56.119571,-3.133138,-2.938442
56.499114,-3.582698,-3.391874
56.881224,-4.032258,-3.844504
57.265918,-4.439394,-4.289341
57.653213,-4.839003,-4.732797
58.043128,-5.238612,-5.165757
58.435680,-5.638221,-5.596826
58.830887,-6.122287,-6.014545
59.228767,-6.621799,-6.429824
59.629338,-7.079179,-6.828244
60.032617,-7.528739,-7.223536
60.438625,-7.978299,-7.597475
60.847378,-8.427859,-7.967392
61.258895,-8.835484,-8.310356
61.673196,-9.235093,-8.648167
62.090298,-9.592864,-8.952389
62.510222,-9.942522,-9.250096
62.932985,-10.250440,-9.506841
63.358608,-10.550147,-9.755528
63.787109,-10.849853,-9.955727
64.218508,-11.149560,-10.146251
64.652825,-11.407722,-10.281451
65.090079,-11.657478,-10.405456
65.530291,-11.865787,-10.469083
65.973479,-12.065591,-10.520322
66.419665,-12.224047,-10.509111
66.868869,-12.373900,-10.484907
67.321110,-12.276246,-10.400227
67.776410,-12.126393,-10.302794
68.234790,-11.811926,-10.151561
68.696269,-11.462268,-9.988826
69.160869,-10.989443,-9.783662
69.628612,-10.489932,-9.569305
70.099518,-9.949462,-9.327789
70.573609,-9.400000,-9.080310
71.050906,-8.850538,-8.823320
71.531431,-8.301075,-8.564215
72.015206,-7.710850,-8.313588
72.502252,-7.111437,-8.064872
72.992593,-6.593353,-7.840755
73.486250,-6.093842,-7.622257
73.983246,-5.878299,-7.440617
74.483602,-5.728446,-7.267503
74.987343,-5.578592,-7.138190
75.494491,-5.428739,-7.019140
76.005068,-5.480743,-6.944788
76.519099,-5.580645,-6.881041
77.036606,-5.720821,-6.856956
77.557613,-5.870674,-6.842402
78.082144,-6.060704,-6.857407
78.610222,-6.260508,-6.879605
79.141871,-6.540469,-6.917702
79.677116,-6.840176,-6.959716
80.215982,-7.179863,-7.002326
80.758491,-7.529521,-7.045086
81.304670,-7.839296,-7.073585
81.854542,-8.139003,-7.098484
82.408133,-8.319355,-7.096682
82.965469,-8.469208,-7.088058
83.526573,-8.500000,-7.044320
84.091472,-8.500000,-6.991501
84.660192,-8.341642,-6.900209
85.232759,-8.141838,-6.798848
85.809197,-7.863050,-6.661008
86.389534,-7.563343,-6.513506
86.973796,-7.184848,-6.336423
87.562009,-6.785239,-6.151414
88.154201,-6.385630,-5.947509
88.750397,-5.986022,-5.738481
89.350626,-5.547214,-5.523421
89.954914,-5.097654,-5.306706
90.563289,-4.648094,-5.097156
91.175778,-4.198534,-4.889595
91.792410,-3.748974,-4.700956
92.413212,-3.299413,-4.517629
93.038213,-3.083284,-4.362108
93.667441,-2.933431,-4.214482
94.300924,-2.783578,-4.099824
94.938691,-2.633724,-3.994633
95.580772,-2.754839,-3.923654
96.227196,-2.954643,-3.862610
96.877991,-3.115836,-3.833562
97.533187,-3.265689,-3.813909
98.192815,-3.415543,-3.821473
98.856904,-3.565396,-3.837120
99.525484,-3.676833,-3.873745
100.198585,-3.776735,-3.916669
100.876239,-3.914956,-3.973905
101.558476,-4.064809,-4.035486
102.245328,-4.138221,-4.105063
102.936824,-4.188172,-4.177093
103.632997,-4.276246,-4.251603
104.333878,-4.376149,-4.326883
105.039500,-4.476051,-4.400099
105.749894,-4.575953,-4.472668
106.465092,-4.675855,-4.539599
107.185127,-4.775758,-4.604743
107.910032,-4.875660,-4.661594
108.639839,-4.975562,-4.715787
109.374582,-5.075464,-4.759907
110.114294,-5.175367,-4.800766
110.859009,-5.237634,-4.830636
111.608761,-5.287586,-4.856909
112.363583,-5.262463,-4.872119
113.123511,-5.212512,-4.883670
113.888577,-5.162561,-4.884842
114.658818,-5.112610,-4.882544
115.434268,-5.062659,-4.871127
116.214963,-5.012708,-4.856630
117.000938,-4.962757,-4.834601
117.792228,-4.912805,-4.810003
118.588870,-4.825709,-4.779546
119.390899,-4.725806,-4.747070
120.198353,-4.662952,-4.710303
121.011268,-4.613001,-4.672043
121.829680,-4.563050,-4.630934
122.653628,-4.513099,-4.588822
123.483148,-4.536852,-4.545268
124.318278,-4.586804,-4.501202
125.159056,-4.600000,-4.457254
126.005520,-4.600000,-4.413349
126.857709,-4.563343,-4.371427
127.715662,-4.513392,-4.330225
128.579417,-4.390323,-4.293192
129.449014,-4.240469,-4.257687
130.324492,-4.090616,-4.228665
131.205890,-3.940762,-4.202042
132.093250,-3.754545,-4.183983
132.986611,-3.554741,-4.169124
133.886015,-3.536266,-4.164236
134.791500,-3.586217,-4.163109
135.703110,-3.708504,-4.172310
136.620885,-3.858358,-4.185447
137.544867,-3.972141,-4.208027
138.475098,-4.072043,-4.234240
139.411620,-4.100000,-4.267823
140.354477,-4.100000,-4.304270
141.303709,-4.207625,-4.345090
142.259362,-4.357478,-4.387625
143.221477,-4.471554,-4.431029
144.190100,-4.571457,-4.474778
145.165274,-4.671359,-4.515847
146.147042,-4.771261,-4.555844
147.135451,-4.871163,-4.589981
148.130544,-4.971065,-4.621753
149.132367,-5.000000,-4.645165
150.140966,-5.000000,-4.665169
151.156385,-5.000000,-4.675168
152.178673,-5.000000,-4.681048
153.207874,-5.000000,-4.676177
154.244035,-5.000000,-4.666837
155.287205,-4.964809,-4.646837
156.337429,-4.914858,-4.622365
157.394756,-4.829814,-4.588044
158.459234,-4.729912,-4.549552
159.530912,-4.665005,-4.502595
160.609837,-4.615054,-4.452020
161.696059,-4.530205,-4.394795
162.789627,-4.430303,-4.334701
163.890591,-4.365200,-4.270072
164.999001,-4.315249,-4.203468
166.114907,-4.230596,-4.134603
167.238361,-4.130694,-4.064746
168.369412,-4.030792,-3.994878
169.508113,-3.930890,-3.925006
170.654515,-3.796481,-3.857118
171.808670,-3.646628,-3.790119
172.970631,-3.531183,-3.726547
174.140450,-3.431281,-3.664525
175.318181,-3.331378,-3.606543
176.503877,-3.231476,-3.550403
177.697593,-3.165787,-3.497898
178.899381,-3.115836,-3.447065
180.109297,-3.134115,-3.398443
181.327396,-3.184066,-3.350848
182.553733,-3.234018,-3.303253
183.788364,-3.283969,-3.255658
185.031345,-3.333920,-3.205528
186.282732,-3.383871,-3.154198
187.542583,-3.433822,-3.098060
188.810954,-3.483773,-3.039628
190.087903,-3.466276,-2.974958
191.373488,-3.416325,-2.907286
192.667768,-3.299120,-2.833199
193.970802,-3.149267,-2.755998
195.282647,-2.965885,-2.673584
196.603365,-2.766080,-2.588618
197.933015,-2.599707,-2.500821
199.271658,-2.449853,-2.411627
200.619354,-2.266667,-2.322684
201.976165,-2.066862,-2.233867
203.342152,-1.900293,-2.148460
204.717377,-1.750440,-2.064769
206.101903,-1.600587,-1.987104
207.495793,-1.450733,-1.912497
208.899110,-1.333920,-1.845544
210.311918,-1.234018,-1.782507
211.734280,-1.265885,-1.727568
213.166262,-1.365787,-1.676810
214.607929,-1.432845,-1.633506
216.059346,-1.482796,-1.594086
217.520579,-1.500000,-1.560693
218.991695,-1.500000,-1.530467
220.472760,-1.532649,-1.504461
221.963841,-1.582600,-1.480690
223.465007,-1.600000,-1.459317
224.976325,-1.600000,-1.439227
226.497865,-1.535093,-1.419947
228.029695,-1.435191,-1.401105
229.571885,-1.367644,-1.381820
231.124505,-1.317693,-1.362295
232.687625,-1.267742,-1.341403
234.261317,-1.217791,-1.319762
235.845652,-1.232160,-1.296126
237.440702,-1.282111,-1.271387
239.046540,-1.332063,-1.244329
240.663238,-1.382014,-1.215978
242.290869,-1.368035,-1.185347
243.929509,-1.318084,-1.153434
245.579231,-1.300000,-1.119738
247.240111,-1.300000,-1.085029
248.912223,-1.236461,-1.049532
250.595643,-1.136559,-1.013584
252.290449,-1.036657,-0.978271
253.996717,-0.936755,-0.943324
255.714525,-0.836852,-0.910647
257.443950,-0.736950,-0.879292
259.185072,-0.637048,-0.851727
260.937969,-0.537146,-0.826386
262.702721,-0.468622,-0.805878
264.479408,-0.418671,-0.788230
266.268112,-0.400000,-0.775698
268.068912,-0.400000,-0.766219
269.881892,-0.462366,-0.761268
271.707132,-0.562268,-0.759042
273.544718,-0.631085,-0.759974
275.394731,-0.681036,-0.762821
277.257255,-0.761975,-0.766927
279.132377,-0.861877,-0.771803
281.020180,-0.961779,-0.775857
282.920750,-1.061681,-0.779402
284.834174,-1.100000,-0.780178
286.760539,-1.100000,-0.779231
288.699932,-1.038612,-0.773908
290.652441,-0.938710,-0.765840
292.618155,-0.869404,-0.752198
294.597164,-0.819453,-0.735031
296.589557,-0.800000,-0.711456
298.595425,-0.800000,-0.683793
300.614859,-0.769599,-0.649162
302.647950,-0.719648,-0.610050
304.694791,-0.700000,-0.563635
306.755475,-0.700000,-0.512484
308.830096,-0.700000,-0.453947
310.918748,-0.700000,-0.390582
313.021526,-0.639785,-0.320107
315.138525,-0.539883,-0.244946
317.269841,-0.439980,-0.163438
319.415572,-0.340078,-0.077712
321.575815,-0.240176,0.013039
323.750667,-0.140274,0.107158
325.940228,-0.010557,0.204469
328.144598,0.139296,0.303935
330.363876,0.318866,0.404439
332.598163,0.518671,0.505650
334.847561,0.748094,0.605726
337.112172,0.997849,0.705023
339.392098,1.159042,0.801337
341.687444,1.258944,0.895586
343.998314,1.329423,0.985610
346.324812,1.379374,1.072684
348.667045,1.429326,1.155041
351.025119,1.479277,1.234079
353.399140,1.500000,1.308629
355.789217,1.500000,1.379997
358.195459,1.500000,1.447656
360.617974,1.500000,1.512664
363.056873,1.529032,1.575032
365.512266,1.578983,1.635499
367.984266,1.628935,1.694421
370.472984,1.678886,1.752222
372.978534,1.757674,1.809393
375.501028,1.857576,1.866102
378.040583,1.928739,1.922793
380.597313,1.978690,1.979472
383.171334,2.028641,2.036418
385.762764,2.078592,2.093562
388.371720,2.128543,2.150954
390.998321,2.178495,2.208532
393.642685,2.228446,2.266101
396.304934,2.278397,2.323661
398.985188,2.356696,2.380787
401.683568,2.456598,2.437580
404.400198,2.528250,2.493415
407.135201,2.578201,2.548514
409.888701,2.656305,2.602100
412.660824,2.756207,2.654515
415.451694,2.828055,2.704898
418.261440,2.878006,2.753695
421.090188,2.900000,2.800029
423.938067,2.900000,2.844425
426.805206,2.927859,2.886065
429.691737,2.977810,2.925519
432.597789,3.055523,2.962085
435.523496,3.155425,2.996342
438.468989,3.200000,3.027742
441.434403,3.200000,3.056840
444.419872,3.200000,3.083244
447.425532,3.200000,3.107462
450.451520,3.200000,3.129220
453.497973,3.200000,3.148965
456.565030,3.200000,3.166478
459.652829,3.200000,3.182149
462.761512,3.200000,3.195740
465.891219,3.200000,3.207602
469.042092,3.200000,3.217423
472.214276,3.200000,3.225532
475.407913,3.227077,3.231539
478.623148,3.277028,3.235769
481.860129,3.326979,3.237785
485.119002,3.376931,3.237916
488.399915,3.400000,3.235754
491.703018,3.400000,3.231625
495.028459,3.400000,3.225227
498.376391,3.400000,3.216867
501.746965,3.346628,3.206396
505.140335,3.246725,3.194086
508.556655,3.173412,3.179948
511.996079,3.123460,3.164204
515.458765,3.100000,3.146984
518.944869,3.100000,3.128458
522.454550,3.100000,3.108816
525.987967,3.100000,3.088179
529.545282,3.100000,3.066741
533.126655,3.100000,3.044583
536.732249,3.073803,3.021868
540.362228,3.023851,2.998649
544.016757,2.973900,2.975048
547.696002,2.923949,2.951100
551.400130,2.900000,2.926898
555.129310,2.900000,2.902462
558.883710,2.900000,2.877872
562.663502,2.900000,2.853139
566.468857,2.874194,2.828344
570.299948,2.824242,2.803491
574.156949,2.774291,2.778672
578.040036,2.724340,2.753887
581.949384,2.674389,2.729250
585.885172,2.624438,2.704756
589.847577,2.625513,2.680555
593.836781,2.675464,2.656637
597.852965,2.674585,2.633197
601.896310,2.624633,2.610220
605.967001,2.600000,2.587949
610.065222,2.600000,2.566365
614.191160,2.574780,2.545729
618.345002,2.524829,2.526021
622.526938,2.474878,2.507464
626.737156,2.424927,2.490044
630.975848,2.374976,2.473877
635.243207,2.325024,2.458955
639.539426,2.300000,2.445216
643.864702,2.300000,2.432663
648.219229,2.300000,2.421029
652.603207,2.300000,2.410323
657.016834,2.324731,2.400099
661.460311,2.374682,2.390366
665.933840,2.424633,2.380580
670.437624,2.474585,2.370740
674.971867,2.500000,2.360320
679.536776,2.500000,2.349301
684.132557,2.475562,2.337286
688.759421,2.425611,2.324233
693.417577,2.375660,2.309952
698.107236,2.325709,2.294380
702.828612,2.300000,2.277562
707.581919,2.300000,2.259422
712.367373,2.275855,2.240212
717.185192,2.225904,2.219858
722.035594,2.200000,2.198754
726.918800,2.200000,2.176842
731.835031,2.200000,2.154574
736.784512,2.200000,2.131919
741.767467,2.152297,2.109297
746.784121,2.052395,2.086711
751.834704,2.000000,2.064469
756.919445,2.000000,2.042606
762.038574,1.976344,2.021260
767.192325,1.926393,2.000488
772.380931,1.876442,1.980240
777.604628,1.826491,1.960578
782.863653,1.823460,1.941293
788.158246,1.873412,1.922434
793.488647,1.900000,1.903710
798.855098,1.900000,1.885140
804.257843,1.923265,1.866457
809.697127,1.973216,1.847643
815.173197,1.976833,1.828552
820.686303,1.926882,1.809141
826.236695,1.876931,1.789442
831.824624,1.826979,1.769408
837.450345,1.777028,1.749244
843.114114,1.727077,1.728928
848.816187,1.677126,1.708779
854.556824,1.627175,1.688827
860.336286,1.600000,1.669397
866.154835,1.600000,1.650591
872.012735,1.577322,1.632641
877.910253,1.527370,1.615720
883.847656,1.500000,1.599887
889.825215,1.500000,1.585373
895.843200,1.500000,1.572040
901.901886,1.500000,1.560149
908.001548,1.500000,1.549379
914.142462,1.500000,1.539990
920.324908,1.500000,1.531530
926.549166,1.500000,1.524221
932.815520,1.500000,1.517550
939.124254,1.500000,1.511677
945.475654,1.500000,1.506086
951.870010,1.500000,1.500853
958.307611,1.500000,1.495527
964.788751,1.500000,1.490082
971.313723,1.500000,1.484175
977.882824,1.500000,1.477677
984.496353,1.500000,1.470395
991.154610,1.500000,1.462101
997.857897,1.500000,1.452784
1004.606520,1.500000,1.442134
1011.400784,1.500000,1.430339
1018.240999,1.500000,1.417042
1025.127474,1.500000,1.402619
1032.060524,1.500000,1.386708
1039.040463,1.478592,1.369839
1046.067607,1.428641,1.351692
1053.142277,1.378690,1.332886
1060.264794,1.328739,1.313192
1067.435481,1.278788,1.293223
1074.654665,1.228837,1.272882
1081.922672,1.200000,1.252681
1089.239834,1.200000,1.232671
1096.606483,1.178983,1.213184
1104.022953,1.129032,1.194417
1111.489581,1.100000,1.176465
1119.006707,1.100000,1.159644
1126.574672,1.100000,1.143801
1134.193821,1.100000,1.129325
1141.864498,1.079277,1.115841
1149.587053,1.029326,1.103756
1157.361836,1.000000,1.092533
1165.189201,1.000000,1.082536
1173.069504,1.000000,1.073157
1181.003102,1.000000,1.064664
1188.990355,1.020430,1.056480
1197.031628,1.070381,1.048743
1205.127284,1.100000,1.040998
1213.277692,1.100000,1.033244
1221.483222,1.100000,1.025222
1229.744247,1.100000,1.016807
1238.061143,1.079863,1.007967
1246.434286,1.029912,0.998496
1254.864058,1.000000,0.988567
1263.350841,1.000000,0.977956
1271.895022,1.000000,0.966977
1280.496988,1.000000,0.955446
1289.157129,0.980156,0.943735
1297.875840,0.930205,0.931751
1306.653517,0.900000,0.919825
1315.490558,0.900000,0.907987
1324.387365,0.880352,0.896446
1333.344343,0.830401,0.885365
1342.361897,0.800000,0.874780
1351.440438,0.800000,0.864968
1360.580378,0.800000,0.855784
1369.782132,0.800000,0.847586
1379.046119,0.800000,0.840070
1388.372759,0.800000,0.833634
1397.762477,0.800000,0.827864
1407.215698,0.800000,0.823156
1416.732852,0.800000,0.819043
1426.314372,0.800000,0.815889
1435.960693,0.800000,0.813226
1445.672252,0.800000,0.811361
1455.449493,0.800000,0.809866
1465.292857,0.800000,0.808978
1475.202794,0.800000,0.808336
1485.179752,0.800000,0.808100
1495.224186,0.800000,0.807988
1505.336551,0.800000,0.808080
1515.517307,0.800000,0.808177
1525.766917,0.800000,0.808284
1536.085847,0.800000,0.808286
1546.474564,0.800000,0.808111
1556.933541,0.818475,0.807727
1567.463253,0.868426,0.806988
1578.064180,0.881623,0.805946
1588.736801,0.831672,0.804381
1599.481602,0.800000,0.802423
1610.299072,0.800000,0.799783
1621.189701,0.800000,0.796663
1632.153985,0.800000,0.792704
1643.192422,0.800000,0.788177
1654.305513,0.800000,0.782651
1665.493762,0.800000,0.776473
1676.757679,0.800000,0.769133
1688.097776,0.800000,0.761059
1699.514566,0.800000,0.751666
1711.008570,0.800000,0.741469
1722.580309,0.800000,0.729819
1734.230308,0.782307,0.717317
1745.959098,0.732356,0.703264
1757.767211,0.700000,0.688348
1769.655184,0.700000,0.671845
1781.623556,0.700000,0.654508
1793.672872,0.700000,0.635624
1805.803679,0.682600,0.615980
1818.016527,0.632649,0.594917
1830.311972,0.600000,0.573215
1842.690573,0.600000,0.550309
1855.152892,0.582796,0.526925
1867.699495,0.532845,0.502632
1880.330951,0.482893,0.478054
1893.047836,0.432942,0.452928
1905.850726,0.400000,0.427725
1918.740204,0.400000,0.402376
1931.716855,0.383089,0.377160
1944.781268,0.333138,0.352206
1957.934037,0.300000,0.327577
1971.175760,0.300000,0.303590
1984.507038,0.283284,0.280087
1997.928477,0.233333,0.257545
2011.440686,0.183382,0.235592
2025.044281,0.133431,0.214822
2038.739877,0.100000,0.194690
2052.528099,0.100000,0.175848
2066.409572,0.100000,0.157632
2080.384927,0.100000,0.140695
2094.454798,0.100000,0.124322
2108.619826,0.100000,0.109109
2122.880653,0.100000,0.094360
2137.237928,0.100000,0.080574
2151.692303,0.083871,0.067128
2166.244434,0.033920,0.054398
2180.894983,0.000000,0.041879
2195.644615,0.000000,0.029809
2210.494001,0.000000,0.017825
2225.443814,0.000000,0.006024
2240.494735,0.000000,-0.005804
2255.647447,0.000000,-0.017694
2270.902638,0.000000,-0.029711
2286.261002,0.000000,-0.042002
2301.723236,-0.015640,-0.054497
2317.290043,-0.065591,-0.067437
2332.962130,-0.100000,-0.080628
2348.740209,-0.100000,-0.094373
2364.624997,-0.100000,-0.108380
2380.617216,-0.100000,-0.122970
2396.717591,-0.100000,-0.137789
2412.926855,-0.100000,-0.153123
2429.245745,-0.115249,-0.168603
2445.675000,-0.165200,-0.184415
2462.215369,-0.200000,-0.200245
2478.867602,-0.200000,-0.216121
2495.632455,-0.215054,-0.231856
2512.510692,-0.265005,-0.247265
2529.503077,-0.300000,-0.262360
2546.610384,-0.300000,-0.276722
2563.833390,-0.314858,-0.290608
2581.172877,-0.364809,-0.303370
2598.629632,-0.400000,-0.315526
2616.204450,-0.400000,-0.326237
2633.898127,-0.400000,-0.336258
2651.711470,-0.400000,-0.344622
2669.645285,-0.400000,-0.352268
2687.700390,-0.400000,-0.358172
2705.877602,-0.400000,-0.363383
2724.177750,-0.400000,-0.366895
2742.601663,-0.400000,-0.369783
2761.150179,-0.400000,-0.371126
2779.824141,-0.400000,-0.371946
2798.624396,-0.400000,-0.371459
2817.551801,-0.400000,-0.370570
2836.607213,-0.400000,-0.368668
2855.791499,-0.400000,-0.366495
2875.105530,-0.400000,-0.363634
2894.550184,-0.386022,-0.360631
2914.126345,-0.336070,-0.357265
2933.834901,-0.300000,-0.353873
2953.676749,-0.300000,-0.350416
2973.652789,-0.313783,-0.347025
2993.763929,-0.363734,-0.343808
3014.011083,-0.386315,-0.340714
3034.395171,-0.336364,-0.337947
3054.917119,-0.300000,-0.335317
3075.577859,-0.300000,-0.333053
3096.378329,-0.300000,-0.330894
3117.319476,-0.300000,-0.329017
3138.402250,-0.300000,-0.327171
3159.627609,-0.300000,-0.325406
3180.996517,-0.300000,-0.323567
3202.509946,-0.300000,-0.321522
3224.168872,-0.313196,-0.319287
3245.974280,-0.363148,-0.316520
3267.927161,-0.400000,-0.313459
3290.028511,-0.400000,-0.309567
3312.279335,-0.386999,-0.305307
3334.680643,-0.337048,-0.299999
3357.233455,-0.300000,-0.294294
3379.938793,-0.300000,-0.287452
3402.797690,-0.300000,-0.280237
3425.811185,-0.300000,-0.271941
3448.980322,-0.300000,-0.263342
3472.306154,-0.300000,-0.253856
3495.789742,-0.287390,-0.244171
3519.432152,-0.237439,-0.233900
3543.234458,-0.200000,-0.223551
3567.197741,-0.200000,-0.212972
3591.323091,-0.200000,-0.202436
3615.611604,-0.200000,-0.192028
3640.064382,-0.187683,-0.181761
3664.682537,-0.137732,-0.171923
3689.467187,-0.100000,-0.162288
3714.419459,-0.100000,-0.153280
3739.540485,-0.100000,-0.144493
3764.831408,-0.100000,-0.136397
3790.293376,-0.100000,-0.128497
3815.927546,-0.100000,-0.121220
3841.735083,-0.100000,-0.114081
3867.717159,-0.100000,-0.107383
3893.874955,-0.100000,-0.100745
3920.209659,-0.100000,-0.094302
3946.722467,-0.100000,-0.087840
3973.414585,-0.100000,-0.081315
4000.287224,-0.100000,-0.074704
4027.341605,-0.100000,-0.067813
4054.578959,-0.100000,-0.060791
4082.000521,-0.100000,-0.053339
4109.607539,-0.088563,-0.045737
4137.401266,-0.038612,-0.037635
4165.382965,0.000000,-0.029388
4193.553907,0.000000,-0.020646
4221.915373,0.000000,-0.011778
4250.468650,0.000000,-0.002479
4279.215036,0.000000,0.006912
4308.155837,0.000000,0.016622
4337.292368,0.000000,0.026377
4366.625952,0.000000,0.036290
4396.157923,0.010948,0.046187
4425.889621,0.060899,0.056026
4455.822399,0.100000,0.065773
4485.957615,0.100000,0.075186
4516.296639,0.100000,0.084413
4546.840849,0.100000,0.092963
4577.591632,0.100000,0.101225
4608.550387,0.100000,0.108417
4639.718519,0.110557,0.115216
4671.097445,0.160508,0.120543
4702.688590,0.200000,0.125383
4734.493389,0.200000,0.128382
4766.513288,0.200000,0.130828
4798.749740,0.200000,0.131156
4831.204212,0.200000,0.130900
4863.878176,0.200000,0.128386
4896.773118,0.200000,0.125301
4929.890532,0.200000,0.119981
4963.231923,0.189932,0.114142
4996.798805,0.139980,0.106251
5030.592704,0.100000,0.097928
5064.615155,0.100000,0.087867
5098.867703,0.100000,0.077478
5133.351905,0.100000,0.065753
5168.069328,0.090225,0.053811
5203.021548,0.040274,0.040970
5238.210154,0.000000,0.028018
5273.636744,0.000000,0.014600
5309.302928,0.000000,0.001167
5345.210327,0.000000,-0.012336
5381.360571,-0.009482,-0.025771
5417.755304,-0.059433,-0.038922
5454.396177,-0.100000,-0.051933
5491.284858,-0.100000,-0.064346
5528.423020,-0.100000,-0.076557
5565.812352,-0.100000,-0.087884
5603.454552,-0.100000,-0.098952
5641.351330,-0.100000,-0.108870
5679.504408,-0.109091,-0.118479
5717.915520,-0.159042,-0.126697
5756.586410,-0.200000,-0.134566
5795.518836,-0.200000,-0.140843
5834.714566,-0.200000,-0.146746
5874.175382,-0.200000,-0.150927
5913.903074,-0.200000,-0.154732
5953.899450,-0.200000,-0.156781
5994.166326,-0.200000,-0.158480
6034.705531,-0.200000,-0.158515
6075.518907,-0.200000,-0.158248
6116.608308,-0.200000,-0.156533
6157.975601,-0.200000,-0.154585
6199.622667,-0.200000,-0.151505
6241.551395,-0.191593,-0.148269
6283.763692,-0.141642,-0.144265
6326.261476,-0.100000,-0.140179
6369.046677,-0.100000,-0.135675
6412.121239,-0.100000,-0.131143
6455.487119,-0.100000,-0.126465
6499.146287,-0.100000,-0.121788
6543.100727,-0.100000,-0.117112
